t_us,ads_ch1,ads_ch2,ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,dt0_us,dt1_us,dt2_us
526116955,6471469,6477368,14339,4294965723,4294967108,4294963483,4294967038,4294967176,13461,4783,5756,4294963509,4294967120,4294964076,14359,4294961287,687,4294964330,2556,4294965118,4294966718,4294966718,4294966718
526124954,6470558,6476558,14701,4294965867,4294967185,4294963187,4294967200,4294967191,13516,4882,5711,4294963386,4294966816,4294964000,14238,4294961188,468,4294963957,2537,4294965251,4294966715,4294966715,4294966715
526132946,6471379,6477653,14734,4294965843,4294967254,4294962979,57,4294967106,13602,4879,5745,4294963172,4294966453,4294963961,14372,4294961112,492,4294963689,2630,4294965250,4294966725,4294966725,4294966725
526140960,6471173,6477409,14988,4294965731,20,4294962650,303,4294966836,13768,4921,5930,4294962853,4294966168,4294963934,14408,4294960993,465,4294963629,2738,4294965221,4294966714,4294966714,4294966714
526148936,6470367,6476827,14978,4294966034,155,4294962459,325,4294966428,13887,4924,5942,4294962522,4294965916,4294963891,14558,4294960918,681,4294963419,2812,4294965207,4294966730,4294966730,4294966730
526156940,6470938,6477178,15375,4294966151,239,4294961886,227,4294965997,13967,5004,6121,4294962268,4294965652,4294963875,14696,4294960840,686,4294963036,2906,4294965266,4294966725,4294966725,4294966725
526164973,6471165,6477721,15566,4294966409,387,4294961334,138,4294965568,14066,5060,5931,4294962087,4294965405,4294963838,14903,4294960776,775,4294962621,2951,4294965264,4294966705,4294966705,4294966705
526172951,6470303,6476410,15633,4294966756,334,4294960935,4294967091,4294965184,14279,5117,5703,4294961867,4294965363,4294963833,15078,4294960642,954,4294962410,2955,4294965265,4294966722,4294966722,4294966722
526180964,6470826,6477024,15803,4294967065,70,4294960681,4294966688,4294964843,14445,5246,5488,4294961640,4294965446,4294963834,15436,4294960753,951,4294962212,3019,4294965216,4294966710,4294966710,4294966710
526188948,6469971,6476243,15868,4294967114,4294967021,4294960621,4294966501,4294964584,14659,5341,5371,4294961518,4294965557,4294963767,15827,4294960740,1025,4294961857,3139,4294965205,4294966718,4294966718,4294966718
526196940,6470741,6477092,15811,4294967134,4294966572,4294960583,4294966431,4294964393,14779,5436,5240,4294961587,4294965717,4294963613,16043,4294960928,1234,4294961528,3360,4294965232,4294966727,4294966727,4294966727
526204950,6470531,6477008,15878,4294967058,4294966185,4294960517,4294966364,4294964293,14861,5559,5343,4294961729,4294965846,4294963440,16059,4294960967,1720,4294961444,3362,4294965337,4294966722,4294966722,4294966722
526212956,6469662,6476326,15980,4294966848,4294965824,4294960481,4294966318,4294964278,14811,5806,5523,4294961889,4294965861,4294963274,16086,4294961046,2249,4294961579,3248,4294965402,4294966716,4294966716,4294966716
