t_us,ads_ch1,ads_ch2,ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,dt0_us,dt1_us,dt2_us
1256766844,6467027,6479980,15315,4425,3776,428,4294967220,4294966823,11859,7395,9262,4294966699,1218,4294965063,15073,4294962970,6703,754,1486,4294965738,4294966720,4294966720,4294966720
1256772840,6467613,6480343,15188,4310,3847,196,4294967249,4294966671,11740,7414,9352,4294966634,1138,4294965016,14893,4294962958,6732,720,1661,4294965625,4294966724,4294966724,4294966724
1256778836,6467923,6480507,15225,4028,3770,36,10,4294966554,11713,7412,9333,4294966587,1111,4294964947,14782,4294962971,6663,774,1564,4294965593,4294966723,4294966723,4294966723
1256784827,6467183,6480085,15169,3897,3695,18,25,4294966403,11603,7383,9410,4294966526,1101,4294964934,14733,4294963047,6656,856,1514,4294965582,4294966731,4294966731,4294966731
1256790840,6466992,6479851,15087,3885,3711,7,16,4294966277,11583,7415,9453,4294966536,1081,4294964946,14820,4294963105,6704,1059,1447,4294965609,4294966721,4294966721,4294966721
1256796834,6466671,6479148,15039,3794,3684,171,4294967275,4294966172,11538,7351,9523,4294966568,1092,4294964964,14689,4294963132,6707,1139,1275,4294965605,4294966727,4294966727,4294966727
1256802834,6465650,6478410,14935,3802,3722,100,4294967230,4294966034,11447,7350,9558,4294966649,1112,4294964960,14706,4294963082,6788,1531,1117,4294965669,4294966727,4294966727,4294966727
1256808850,6465122,6478269,14863,3748,3684,127,4294967204,4294965966,11408,7347,9603,4294966691,1123,4294964953,14723,4294963295,6802,1628,998,4294965603,4294966715,4294966715,4294966715
1256814851,6466325,6478269,14852,3836,3713,176,4294967184,4294965902,11445,7275,9631,4294966856,1158,4294964984,14561,4294963193,6782,1696,780,4294965604,4294966718,4294966718,4294966718
1256820853,6466170,6477704,14788,3898,3837,142,4294967189,4294965876,11398,7184,9345,4294967019,1276,4294964985,14644,4294963212,6910,1714,631,4294965643,4294966713,4294966713,4294966713
