t_us,ads_ch1,ads_ch2,ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,dt0_us,dt1_us,dt2_us
1090188848,6462819,6472914,13820,5472,6407,4294967204,569,4294966897,10843,7051,10720,656,610,4294966957,13353,4294963517,9111,409,359,4294967283,4294966720,4294966720,4294966720
1090194848,6462401,6472529,13842,5496,6427,4294967158,524,4294966902,10955,7111,10817,687,541,4294966968,13262,4294963511,9151,446,409,82,4294966715,4294966715,4294966715
1090200845,6461620,6471426,13784,5532,6434,4294967181,486,4294966920,10997,7147,10728,775,679,4294967047,13292,4294963475,9107,562,342,97,4294966721,4294966721,4294966721
1090206848,6462261,6471897,13820,5586,6421,4294967212,470,4294966918,10994,7218,10752,794,719,4294967123,13175,4294963440,9339,740,286,195,4294966716,4294966716,4294966716
1090212854,6462811,6472575,13814,5587,6410,4294967179,435,4294966897,10859,7221,10743,856,710,4294967153,13282,4294963403,9247,899,188,208,4294966714,4294966714,4294966714
1090218854,6462130,6472289,13832,5628,6439,4294967144,370,4294966872,10912,7312,10748,819,716,4294967250,13296,4294963360,9212,1086,140,312,4294966714,4294966714,4294966714
1090224855,6462051,6472262,13832,5588,6479,4294967176,337,4294966879,11001,7268,10840,823,731,51,13276,4294963447,9165,1087,70,235,4294966714,4294966714,4294966714
1090230850,6462806,6472669,13771,5527,6495,4294967179,317,4294966876,10989,7397,10955,761,648,108,13490,4294963421,9089,1046,20,204,4294966715,4294966715,4294966715
1090236841,6462230,6472300,13794,5508,6480,4294967107,257,4294966867,10923,7280,10934,693,648,125,13580,4294963433,9020,1018,4294967175,315,4294966721,4294966721,4294966721
1090242845,6461258,6471442,13809,5566,6459,4294967105,225,4294966866,10877,7317,10891,799,602,149,13669,4294963609,9070,979,4294967004,309,4294966721,4294966721,4294966721
1090248833,6462033,6471939,13833,5414,6519,4294966998,184,4294966863,10902,7261,10859,803,643,166,13686,4294963536,9170,892,4294966840,390,4294966723,4294966723,4294966723
1090254841,6461757,6471704,13810,5530,6445,4294967065,157,4294966885,10751,7244,10912,883,569,114,13805,4294963467,9207,992,4294966669,430,4294966721,4294966721,4294966721
1090260862,6461351,6471678,13763,5468,6529,4294967108,145,4294966896,10829,7181,10877,850,575,20,13801,4294963301,9288,1216,4294966517,622,4294966708,4294966708,4294966708
1090266836,6462036,6472028,13712,5524,6538,4294967125,147,4294966909,10874,7173,10846,837,631,4294967264,13644,4294963654,9354,1819,4294966446,787,4294966727,4294966727,4294966727
1090272837,6462141,6472001,13716,5494,6472,4294967139,125,4294966961,10815,7245,10809,741,689,4294967225,13692,4294963692,9281,1535,4294966396,511,4294966723,4294966723,4294966723
1090278842,6461601,6471668,13687,5469,6533,4294967220,136,4294966943,10884,7176,10848,708,742,4294967191,13821,4294963566,9250,1613,4294966492,428,4294966720,4294966720,4294966720
1090284839,6461173,6471523,13621,5525,6563,4294967169,115,4294966913,10861,7240,10811,669,785,4294967149,13716,4294963540,9143,1664,4294966615,393,4294966724,4294966724,4294966724
1090290863,6461369,6471562,13772,5466,6588,4294967028,246,4294966941,10852,7295,10931,657,798,4294967179,14065,4294963111,9076,1786,4294966766,695,4294966706,4294966706,4294966706
1090296851,6461717,6472125,13880,5380,6601,4294967053,240,4294966976,10923,7333,10813,641,749,4294967134,13542,4294963800,9153,1973,4294966940,530,4294966718,4294966718,4294966718
1090302842,6461058,6471860,13769,5405,6509,4294967066,209,4294967011,10927,7294,10948,638,792,4294967189,13727,4294963681,9066,1506,4294967110,263,4294966720,4294966720,4294966720
1090308843,6462062,6472440,13806,5309,6497,4294967161,197,4294967033,10875,7344,10845,557,691,4294967174,13645,4294963654,8984,1379,60,267,4294966719,4294966719,4294966719
1090314860,6462281,6472924,13788,5356,6401,4294967263,232,4294967015,10880,7319,10852,522,674,4294967179,13572,4294963636,8993,1212,310,202,4294966709,4294966709,4294966709
1090320838,6461964,6472937,13770,5406,6360,27,268,4294967002,10808,7308,10917,420,562,4294967157,13571,4294963771,8939,1001,482,167,4294966724,4294966724,4294966724
1090326855,6462356,6472982,13780,5412,6345,131,314,4294967018,10937,7310,10919,325,450,4294967136,13530,4294963690,8809,767,680,169,4294966714,4294966714,4294966714
1090332861,6462709,6473132,13883,5423,6337,208,341,4294967004,10918,7313,10932,355,427,4294967163,13773,4294963598,8756,681,859,209,4294966711,4294966711,4294966711
1090338850,6462050,6472589,13844,5506,6326,234,354,4294967009,10913,7284,10916,305,364,4294967169,13482,4294963719,8736,840,1130,501,4294966714,4294966714,4294966714
1090344850,6462178,6472593,13740,5484,6412,280,395,4294967041,10647,7337,10996,294,272,4294967190,13384,4294963910,8757,600,1039,193,4294966716,4294966716,4294966716
1090350847,6462327,6472248,13762,5530,6346,273,375,4294967069,10763,7339,10963,221,183,4294967134,13543,4294963753,8728,8,917,19,4294966720,4294966720,4294966720
1090356848,6462008,6471966,13773,5551,6372,224,349,4294967063,10624,7362,11030,134,107,4294967080,13733,4294963480,8710,4294967148,828,4294967272,4294966713,4294966713,4294966713
1090362843,6461576,6471995,13779,5630,6381,203,323,4294967074,10691,7376,10969,157,53,4294967061,13616,4294963467,8975,4294967166,827,4294967267,4294966721,4294966721,4294966721
1090368842,6462214,6472465,13719,5587,6387,163,295,4294967091,10743,7441,10832,206,33,4294967059,13662,4294963455,9039,4294967071,645,4294967196,4294966721,4294966721,4294966721
1090374852,6462718,6472633,13736,5630,6411,117,255,4294967094,10715,7462,10766,203,53,4294967054,13505,4294963446,9115,39,596,160,4294966715,4294966715,4294966715
1090380841,6461809,6471971,13777,5693,6356,78,228,4294967123,10815,7475,10686,190,4294967256,4294967038,13577,4294963531,9207,4294966849,374,4294967017,4294966723,4294966723,4294966723
1090386846,6462258,6472505,13734,5650,6359,89,201,4294967126,10807,7444,10749,120,4294967249,4294966992,13492,4294963375,9305,4294966850,442,4294966951,4294966720,4294966720,4294966720
1090392846,6462873,6472742,13750,5683,6348,46,163,4294967136,10842,7412,10666,55,4294967140,4294966983,13566,4294963352,9195,4294966634,257,4294966766,4294966717,4294966717,4294966717
1090398847,6462167,6472455,13661,5683,6389,4294967258,112,4294967121,10963,7338,10729,4294967146,4294967089,4294966948,13468,4294963378,9183,4294966732,382,4294966801,4294966720,4294966720,4294966720
1090406839,6462281,6472618,13682,5668,6583,4294967140,25,4294967102,10961,7357,10645,4294967061,4294966979,4294966926,13372,4294963329,9298,4294966894,558,4294966861,4294966720,4294966720,4294966720
1090414845,6462518,6472602,13759,5658,6525,4294967088,4294967169,4294967064,10972,7357,10705,4294967055,4294966835,4294966926,13383,4294963568,9295,4294966728,867,4294966888,4294966719,4294966719,4294966719
1090422863,6461906,6473168,13793,5585,6534,4294967047,4294967044,4294967059,10964,7293,10695,4294966994,4294966696,4294966911,13152,4294963593,9217,4294966794,1182,4294966933,4294966705,4294966705,4294966705
1090430849,6464181,6474655,13409,5400,6663,4294967280,4294966944,4294967104,10996,7439,10787,4294966958,4294966787,4294966880,13370,4294963586,9119,4294966711,1648,4294967082,4294966717,4294966717,4294966717
1090438836,6466591,6475329,14293,5223,6479,4294967081,60,4294967020,10771,7328,10865,4294967084,4294966941,4294966938,13113,4294963730,8953,4294966479,1814,4294967165,4294966723,4294966723,4294966723
